Period,Amplitude,kfᴸᴬ,krᴸᴬ,kfᴸᴷ,krᴸᴷ,kcatᴸᴷ,kfᴸᴾ,krᴸᴾ,kcatᴸᴾ,kfᴬᴷ,krᴬᴷ,kfᴬᴾ,krᴬᴾ,DF,L,K,P,A,Kdᴸᴬ,Kdᴬᴷ,Kdᴬᴾ,Kmᴸᴷ,Kmᴸᴾ
130.35714,0.23224,1.18992,18.62749,1.82491,0.00216,0.01814,0.02299,0.52889,11.48156,0.59685,0.00624,0.23454,0.05636,10000.0,8.28484,2.21382,0.04264,1.68525,15.65446,0.01045,0.24029,0.01112,522.36457
142.48333,0.27576,1.05733,19.62729,1.08345,0.00216,0.01814,0.02333,4.59583,10.10899,1.57508,0.00624,0.72048,0.0389,9999.403228629857,8.23756,1.90776,0.04264,1.4675,18.56299,0.00396,0.054,0.01874,630.29629
153.51667,0.2465,1.23462,17.98636,1.2919,0.00216,3.75758,0.66123,3.80259,12.31768,0.604,0.00624,4.29483,0.06896,9998.92437379476,10.35371,4.74595,0.04264,1.01786,14.56836,0.01033,0.01606,2.91025,24.37929
119.14667,0.29877,0.98433,19.29291,2.4123,0.00216,0.01814,0.02333,6.16267,11.26315,1.51653,0.00624,0.41128,0.05016,10000.0,8.70167,1.90677,0.04264,1.45121,19.60009,0.00411,0.12196,0.00842,746.92728
139.85385,0.26513,2.58521,21.34062,0.36766,4.6991,1.0807,0.02333,5.43493,9.93875,1.02645,0.01384,4.69553,1.93845,9999.876017503011,10.12463,3.63134,2.84127,5.42164,8.25488,0.01348,0.41283,15.72063,658.96628
119.78667,0.2825,1.24234,18.2117,1.93367,0.00216,0.01814,0.02333,1.61712,10.56961,2.2736,0.00624,0.75142,0.05163,9999.32769323607,7.36138,1.92721,0.04264,1.48129,14.6592,0.00274,0.06871,0.0105,522.36272
149.99167,0.25423,1.10332,19.01764,1.49378,3.27078,0.74695,3.0411,2.01348,10.6152,0.82059,0.00624,1.54001,2.48999,10000.0,5.76389,0.80975,0.01,1.68009,17.23679,0.0076,1.61687,2.68965,4.15267
140.22308,0.27804,1.05628,18.29692,1.63778,0.00216,0.01814,0.02333,3.65929,10.44231,2.30056,0.00624,0.77392,0.03724,9999.403228629857,7.93018,1.92721,0.04264,1.48129,17.32198,0.00271,0.04813,0.01239,604.44088
123.76429,0.27582,0.99149,19.31023,1.24016,0.00216,0.01814,0.02333,2.77002,10.12014,1.49879,0.00624,0.60611,0.0537,10000.0,8.49536,1.83511,0.04264,1.40587,19.47594,0.00416,0.0886,0.01637,552.5143
115.9875,0.262,1.21008,20.31837,0.85883,0.00216,0.01814,0.02341,0.91454,11.97925,1.36356,0.00624,0.69369,0.04975,9999.218113607112,7.69944,2.57683,0.04264,1.59236,16.79093,0.00458,0.07171,0.02364,550.82769
136.06923,0.25221,2.4111,23.08611,1.17246,0.95687,2.38385,0.02333,2.62304,8.85685,4.85415,4.48907,0.4141,0.05035,9999.42641770661,7.81469,3.60496,0.47559,1.69391,9.57492,0.92479,0.12159,2.84932,492.06567
136.1,0.24426,0.88658,19.72167,1.78808,4.1291,2.08557,1.45239,4.48733,8.35062,1.53461,0.00624,0.66695,0.05331,10000.0,7.13991,1.09123,0.69771,1.49925,22.24464,0.00407,0.07994,3.47561,8.83917
128.2,0.27459,1.12534,19.54148,1.38372,0.00216,0.01814,0.02333,3.4956,10.19296,1.64959,0.00624,0.83432,0.04851,10000.0,7.89505,1.87818,0.04264,1.38691,17.36494,0.00378,0.05815,0.01467,586.73632
163.2,0.24921,4.58736,16.23238,5.54695,2.9188,0.43166,4.52073,3.28688,11.04777,0.85813,1.49677,1.50167,3.86474,9997.972707859193,7.91233,5.31091,3.38596,0.30586,3.5385,1.74421,2.57364,0.60402,3.17087
182.71111,0.21951,1.55924,18.70465,1.81405,3.30929,3.77277,0.02333,3.70993,13.52438,1.53361,0.83066,2.51563,3.1018,10000.0,8.25361,1.70844,0.5782,1.37044,11.99603,0.54163,1.23301,3.90401,738.71897
143.82308,0.21276,1.3155,24.80596,0.72372,1.20315,2.07673,0.02333,2.3645,8.08868,1.9216,0.00624,0.70062,1.79588,9996.901765786326,11.27232,1.37227,0.04264,5.80388,18.85662,0.00325,2.56327,4.53195,448.05726
77.73333,0.26933,1.37339,20.88446,1.15413,0.00216,0.79646,0.83771,3.68286,11.70374,1.05492,0.00624,4.01438,0.05511,10000.0,8.69598,0.71399,0.04264,4.89497,15.20652,0.00592,0.01373,0.69197,18.36744
123.4,0.28954,1.19118,19.34104,1.15638,0.00216,0.01814,0.02333,2.85132,10.02361,2.13387,0.00624,0.76953,0.04546,9999.403228629857,7.37786,1.99986,0.04264,1.54144,16.23682,0.00292,0.05908,0.01755,551.86168
145.98333,0.25708,1.25516,19.5783,1.15638,0.00216,0.01814,0.02333,2.08254,10.38092,2.01845,0.00624,0.80958,0.04546,10000.0,7.39511,1.99986,0.04264,1.53256,15.59822,0.00309,0.05616,0.01755,534.22456
160.95,0.13902,2.14763,18.69224,1.20872,0.00216,2.14073,4.57692,0.51186,10.3182,2.22758,2.57621,0.20321,0.05241,9999.457923602358,7.567,2.6742,0.04264,4.24798,8.70364,1.15651,0.25792,1.77286,2.36623
95.94737,0.28919,1.07828,19.64004,1.12902,0.00216,0.01814,0.02265,1.73065,10.36985,1.57906,0.00624,0.32598,0.07181,10000.0,8.25199,1.95073,0.04264,1.61233,18.21415,0.00395,0.22031,0.01798,534.12203
126.30714,0.28219,1.24733,19.40249,1.15638,0.00216,0.01814,0.02333,2.62304,10.13157,1.0893,0.00624,0.4263,0.05035,10000.0,7.81469,1.89863,0.04264,1.46561,15.55524,0.00573,0.11811,0.01755,546.70431
107.71765,0.28722,1.06552,18.96098,1.68631,0.00216,0.01814,0.02299,1.57317,10.08921,1.66245,0.00624,0.52472,0.06593,9998.77016864718,8.2,1.92924,0.04264,1.54999,17.79501,0.00375,0.12564,0.01204,507.22625
146.1,0.2465,1.14018,18.86296,1.9343,0.00216,0.01814,0.02333,4.48214,11.64887,0.74898,0.00624,0.47518,0.05473,10000.0,9.25522,1.97189,0.04264,1.47503,16.54382,0.00833,0.11518,0.01049,691.42794
157.63636,0.25229,4.06607,19.53234,1.28492,2.06357,0.01814,0.68596,1.58553,10.07352,0.78887,2.02972,0.53721,4.43204,10000.0,4.08478,0.86634,0.04264,3.0355,4.80373,2.57295,8.25018,1.62011,16.99674
137.3,0.25975,1.13858,21.84917,0.51201,0.00216,0.01814,0.02349,1.2767,11.16438,1.37576,0.00624,0.70987,0.04384,9999.760190004752,8.91899,2.25382,0.04264,1.69178,19.18992,0.00454,0.06176,0.03965,529.70332
77.444,0.20507,1.1123,18.0087,1.74599,0.00216,0.01814,0.02333,1.70451,11.94314,1.36669,0.00624,0.18951,0.06054,10000.0,7.91233,2.14901,0.04264,1.6108,16.1905,0.00457,0.31945,0.01163,584.9831
157.225,0.24433,3.99071,23.38093,2.74469,1.11891,0.6511,0.93758,0.34428,8.70419,2.67836,2.65468,0.01565,1.10546,9997.465375750813,7.02575,2.04903,1.45814,1.7384,5.85884,0.99116,70.64087,0.64488,9.65093
169.75,0.2444,1.68153,24.22946,1.31406,4.5819,1.41185,4.20164,7.23564,12.73857,5.19251,3.64417,2.92597,4.25473,10000.0,11.56939,3.41861,0.04264,2.64354,14.40916,0.70181,1.45413,4.56124,4.75391
120.37333,0.2831,1.11818,19.70918,0.75923,0.00216,0.01814,0.02333,1.59678,9.89215,0.8032,0.00624,0.28344,0.05511,10000.0,8.24569,1.97513,0.04264,1.49992,17.62616,0.00777,0.19444,0.02674,492.45281
119.21333,0.20251,1.14018,17.97972,1.18137,0.00216,0.01814,0.02333,2.18313,12.2592,0.44343,0.00624,0.51745,0.05192,9999.403228629857,8.52745,1.97189,0.04264,1.50485,15.76917,0.01407,0.10034,0.01718,619.04541
111.33125,0.26767,1.2268,19.70193,2.86833,0.00216,0.01814,0.02299,1.18347,10.94227,1.11061,0.00624,0.52939,0.07249,10000.0,8.52201,1.92475,0.04264,1.48394,16.05967,0.00562,0.13692,0.00708,527.37864
127.95,0.28422,0.9976,19.85222,1.13311,0.00216,0.01814,0.02333,2.91895,9.66035,2.2194,0.00624,0.78755,0.04499,9997.837362849323,8.23081,1.94464,0.04264,1.52615,19.90005,0.00281,0.05712,0.01792,539.19006
136.03077,0.19572,1.1052,17.01688,0.59601,0.00216,0.78108,0.66118,2.14845,11.08264,3.01606,4.83784,3.46182,1.99356,9999.403228629857,3.78546,3.39294,0.04264,1.0006,15.39712,1.60402,0.57587,1.31414,20.01119
136.73077,0.25347,1.25537,18.13684,1.27812,0.00216,0.01814,0.02299,0.82596,10.79073,0.50421,0.00624,0.53715,0.08706,10000.0,7.78788,2.07648,0.04264,1.57876,14.44745,0.01238,0.16207,0.01588,505.23908
148.625,0.24863,5.36481,19.78591,1.74377,0.09087,0.01814,0.02333,0.10544,8.66698,4.96581,0.00624,0.52392,0.67602,9995.53728878686,8.85138,6.52655,0.04264,1.51331,3.68809,0.00126,1.29032,0.06251,376.01478
161.24545,0.25898,1.12318,21.63818,5.92286,0.28762,0.19809,0.60886,3.53593,13.16247,6.2839,0.00624,4.01726,0.06593,10000.0,10.73456,2.23119,0.04264,1.03926,19.26515,0.00099,0.01641,0.08201,27.42548
148.52,0.1363,1.21451,19.30172,1.285,0.00216,0.01814,0.02299,1.23181,10.55103,1.85196,0.00624,0.46671,0.07249,9999.874488045316,7.72224,1.86552,0.04264,1.53758,15.89255,0.00337,0.15531,0.0158,512.4653
125.47857,0.27761,0.92488,18.52612,1.10962,0.00216,0.01814,0.02333,1.81835,9.9412,2.88333,0.00624,0.79166,0.04723,9998.861152232215,8.22098,1.83511,0.04264,1.43207,20.03079,0.00216,0.05965,0.01829,504.05253
122.92,0.27121,1.39255,19.17014,1.15638,0.00216,0.01814,0.02333,1.41569,10.57092,1.74028,0.00624,0.75302,0.05331,9998.609221994417,7.8259,2.07733,0.04264,1.53662,13.7662,0.00359,0.0708,0.01755,513.78557
104.66667,0.27603,1.17871,17.59467,1.23416,0.00216,0.01814,0.0226,0.66332,8.87554,0.75606,0.00624,0.35773,0.07451,9999.403228629857,8.22861,2.08943,0.04264,1.68838,14.92707,0.00825,0.20828,0.01645,421.99335
85.50455,0.26845,1.19613,19.65761,3.1617,0.00216,0.01814,0.02265,1.05841,10.85074,0.52534,0.00624,0.39103,0.09295,10000.0,8.13418,2.02338,0.04264,1.65766,16.4343,0.01188,0.23771,0.00642,525.67612
127.94286,0.27799,2.50888,19.36402,3.10895,4.41188,0.01814,0.49213,0.73168,11.651,0.14024,3.5608,0.22347,4.8745,10000.0,7.38383,2.59696,1.34895,1.45659,7.71819,25.39118,21.81317,1.42492,25.16138
123.72,0.28999,1.05733,18.73242,1.83639,0.00216,0.01814,0.02333,5.31176,10.66718,1.80263,0.00624,0.63729,0.04997,10000.0,8.27067,1.85874,0.04264,1.41639,17.71665,0.00346,0.07841,0.01105,684.90962
155.34545,0.2049,1.00595,18.67225,1.01013,0.00216,0.01814,0.02299,2.01818,10.57853,1.44232,0.00624,0.65369,0.03732,9999.403228629857,8.35688,1.69663,0.04264,1.52954,18.56177,0.00433,0.05709,0.0201,547.86255
164.8,0.25222,1.25703,19.55724,0.16057,0.00216,0.01814,0.0226,0.85735,10.07395,0.85249,0.00624,0.39553,0.07249,9999.403228629857,6.88597,2.05398,0.04264,1.51377,15.55833,0.00732,0.18327,0.12642,483.59456
182.74,0.2249,1.10858,19.59266,0.26949,0.00216,0.01814,0.02299,1.18347,10.94227,1.01623,0.00624,0.52939,0.07249,10000.0,7.71457,2.164,0.04264,1.5354,17.67365,0.00614,0.13692,0.07533,527.37864
136.96154,0.26606,1.14207,19.24198,0.36694,0.00216,0.01814,0.02336,1.41577,10.65857,1.12091,0.00624,0.52329,0.04455,9999.881317174035,8.01906,2.0308,0.04264,1.57857,16.84829,0.00557,0.08513,0.05532,516.88779
164.84545,0.24824,1.07828,19.64004,1.68832,0.00216,0.01814,0.02265,1.73065,10.36985,1.18176,0.00624,0.64318,0.10091,10000.0,8.07393,1.95073,0.04264,1.5766,18.21415,0.00528,0.15689,0.01202,534.12203
104.91176,0.22806,0.90172,19.79398,2.64742,0.00216,0.01814,0.02273,1.75425,11.41807,0.88141,0.00624,0.86898,0.07557,10000.0,8.66422,1.76738,0.04264,1.44565,21.95126,0.00708,0.08697,0.00767,579.53503
116.9375,0.29802,0.94392,18.796,0.94828,0.00216,0.01824,0.02333,2.45799,9.94708,2.06031,0.00555,0.65612,0.05687,9999.457923602358,8.17067,1.82405,0.04264,1.43556,19.91273,0.00269,0.08668,0.02152,531.72181
95.76,0.29225,1.18912,19.60789,2.24425,0.00216,0.01814,0.02299,1.57317,11.11605,1.40705,0.00624,0.466,0.07898,10000.0,7.77305,2.02134,0.04264,1.58896,16.48943,0.00443,0.16948,0.00905,551.88597
105.56471,0.29357,1.13017,19.56371,1.19476,0.00216,0.01814,0.02269,1.57317,10.22159,1.65689,0.00624,0.71109,0.05135,10000.0,7.83254,2.00648,0.04264,1.54924,17.31045,0.00377,0.07221,0.01699,519.72309
126.58571,0.27897,1.02303,19.12746,1.35297,0.00216,0.01814,0.02325,1.84661,9.99387,2.00861,0.00624,0.68299,0.04686,10000.0,8.29161,2.00189,0.04264,1.52954,18.69682,0.00311,0.06861,0.015,509.21249
91.87,0.27286,1.43952,18.99221,2.00734,0.00216,0.01814,0.02333,1.71026,10.87038,1.55293,0.00624,0.42098,0.05202,9999.924464606212,7.34164,1.94665,0.04264,1.49857,13.19342,0.00402,0.12358,0.01011,539.24733
128.50714,0.21394,0.83777,18.79102,1.84711,2.97153,2.33712,0.17865,3.5224,8.01577,0.65698,0.05616,0.27984,0.02952,10000.0,10.07718,2.5298,1.10065,1.4873,22.42977,0.08549,0.10548,2.87403,64.58493
126.44286,0.27516,1.27403,19.43926,0.79026,0.00216,0.01814,0.02333,1.79343,11.11326,0.86653,0.00624,0.34734,0.05239,10000.0,8.22289,2.04913,0.04264,1.51086,15.25807,0.0072,0.15084,0.02569,553.22262
119.12667,0.27741,1.24292,17.9474,2.58116,0.00216,0.01814,0.02333,1.65851,12.28116,2.17848,0.00624,0.77381,0.05635,9997.642912042395,7.87007,2.022,0.04264,1.59551,14.43965,0.00286,0.07283,0.00786,597.49973
110.3,0.28421,1.15154,18.29618,2.55865,0.00216,0.01814,0.02333,4.0423,11.81807,2.35848,0.00624,0.79548,0.06281,9995.271378437228,8.30325,2.00256,0.04264,1.50645,15.88846,0.00265,0.07895,0.00793,679.82755
143.625,0.25667,1.26693,18.63546,1.1971,0.00216,0.01814,0.02333,1.06685,11.20082,0.79105,0.00624,0.32435,0.05511,9999.981122581437,8.22289,2.06264,0.04264,1.5164,14.7092,0.00789,0.16991,0.01696,525.83278
97.17895,0.27794,2.33143,18.63763,1.82086,0.04081,0.01814,1.08163,5.84965,11.25075,1.46039,0.00624,3.45509,4.68405,9997.287012475334,8.80027,6.01663,2.17421,2.98275,7.99407,0.00427,1.3557,0.03238,15.80985
115.61875,0.2595,1.0742,19.68588,1.14947,0.00216,0.01814,0.02333,2.60887,11.59228,1.14082,0.00624,0.48323,0.0555,10000.0,8.97224,2.33643,0.04264,1.48077,18.32614,0.00547,0.11485,0.01766,608.70764
123.66667,0.28162,1.49494,19.66331,1.73047,0.00216,0.01814,0.02333,1.02997,10.73357,1.01962,0.00624,0.42253,0.05202,10000.0,7.31884,2.0193,0.04264,1.54025,13.15323,0.00612,0.12312,0.01173,504.22364
132.00769,0.2483,0.99149,19.59124,1.24016,0.00216,0.01814,0.02333,2.62628,9.96817,1.93789,0.00624,1.13538,0.04675,10000.0,8.37375,1.83511,0.04264,1.43843,19.75937,0.00322,0.04118,0.01637,539.83943
112.76875,0.28367,0.97473,19.69242,1.43433,0.00216,0.01814,0.02354,2.97871,10.67034,1.32304,0.00624,0.65723,0.06593,9999.403228629857,8.17055,1.83265,0.04264,1.42286,20.20294,0.00472,0.10031,0.01415,579.92061
131.29286,0.27643,1.25516,19.60762,1.15638,0.00216,0.01814,0.02333,2.82123,9.97979,1.4665,0.00624,0.76731,0.04546,9999.403228629857,7.36556,1.91657,0.04264,1.50636,15.62158,0.00426,0.05925,0.01755,548.6937
118.70667,0.28008,1.06718,19.43687,1.29789,0.00216,0.01814,0.02333,2.36421,11.58907,0.73172,0.00624,0.20825,0.0582,10000.0,9.15665,2.01484,0.04264,1.49782,18.21338,0.00853,0.27946,0.01564,598.08298
76.77083,0.19055,1.20662,17.26517,1.64383,0.00216,0.01814,0.02299,0.01635,10.58059,1.46252,0.00624,0.14922,0.06486,10000.0,8.24386,2.04496,0.04264,1.52954,14.30868,0.00427,0.43467,0.01235,460.88724
106.07647,0.26556,1.05733,18.76885,3.92302,0.73598,3.0722,0.81231,1.11295,6.79511,4.39987,1.17204,0.59791,0.03988,10000.0,11.0674,5.97659,1.29023,2.84688,17.75111,0.26638,0.06669,0.97072,9.73526
115.19375,0.28439,1.06432,19.58605,2.1402,0.00216,0.01814,0.02299,2.44573,10.28298,2.28415,0.00624,1.00554,0.05784,10000.0,7.91291,1.95072,0.04264,1.51851,18.40232,0.00273,0.05752,0.00949,553.60357
124.26,0.27598,1.15154,17.41295,1.80572,0.00216,0.01814,0.02333,1.84679,11.41165,2.44742,0.00624,0.80981,0.04979,9994.342017591112,8.15184,2.09432,0.04264,1.61841,15.12145,0.00255,0.06149,0.01124,568.30008
171.24,0.268,3.41854,16.28665,0.79453,0.75639,0.33205,0.34227,5.16805,6.11788,1.96911,2.52305,2.33269,4.14353,9996.2233032768,9.74669,3.08392,0.19668,3.34252,4.76422,1.28131,1.77629,1.36991,32.97375
122.06667,0.27163,1.38143,19.193,0.71852,0.00216,0.01814,0.02333,1.42864,10.17793,2.08107,0.00624,0.62155,0.05219,9999.457923602358,7.75878,1.91235,0.04264,1.4417,13.89362,0.003,0.08397,0.02825,497.4957
124.35333,0.26288,1.14207,20.54899,1.14564,0.00216,0.01814,0.02341,1.26826,9.63105,1.40603,0.00624,0.6505,0.05104,9999.760190004752,8.29161,2.0308,0.04264,1.4454,17.99271,0.00444,0.07846,0.01772,465.62252
82.55,0.26277,0.90172,19.71704,1.97909,0.00216,0.01814,0.02299,1.75425,11.70847,0.88141,0.00624,0.63264,0.13961,10000.0,8.66422,1.82278,0.04264,1.44565,21.86593,0.00708,0.22067,0.01026,585.5277
124.52,0.27106,1.30224,18.63546,1.1971,0.00216,0.01814,0.02333,1.11393,10.9602,0.79105,0.00624,0.32435,0.05511,9999.99457329674,8.22289,2.06264,0.04264,1.55121,14.31036,0.00789,0.16991,0.01696,517.53643
127.49286,0.29094,1.05733,19.19136,1.22659,0.00216,0.01814,0.02333,5.50995,10.51541,1.95816,0.00624,0.6782,0.04508,9999.403228629857,8.208,1.90776,0.04264,1.44131,18.1507,0.00319,0.06648,0.01655,686.89902
134.09231,0.26452,0.97473,19.60394,1.32282,0.00216,0.01814,0.02299,2.78052,10.15868,1.16751,0.00624,0.61632,0.04648,10000.0,8.23322,1.78362,0.04264,1.39795,20.11217,0.00534,0.07541,0.01535,562.75853
124.22667,0.28195,1.18551,22.83369,0.58127,0.00216,0.01814,0.02341,0.67217,11.40052,1.01144,0.00624,0.51604,0.05177,9999.760190004752,8.22861,2.25259,0.04264,1.73428,19.2607,0.00617,0.10032,0.03492,515.74943
112.28235,0.28816,1.27409,19.57931,1.23221,0.00216,0.01814,0.02333,2.82123,10.22042,1.24483,0.00624,0.32084,0.05305,9999.403228629857,7.75202,1.99986,0.04264,1.49053,15.3673,0.00501,0.16534,0.01647,559.00764
107.22308,0.15615,2.51915,20.39578,1.42378,4.06252,0.9223,0.02333,2.87483,11.78185,2.44478,0.00624,3.95666,1.45404,10000.0,10.87318,3.08255,0.04264,1.45509,8.0963,0.00255,0.36749,3.5011,628.23316
121.1,0.28658,1.11818,20.20105,1.3116,0.00216,0.01814,0.02333,1.59678,10.72753,0.8032,0.00624,0.28344,0.05511,10000.0,8.24569,1.9585,0.04264,1.49992,18.06605,0.00777,0.19444,0.01548,528.26011
172.02,0.25246,29.98592,37.25988,51.70784,48.48596,4.44804,21.12714,37.0814,34.56138,9.24425,9.85012,41.1553,53.48742,9984.447182106267,98.78121,18.3404,1.89452,72.28444,1.24258,1.06554,1.29965,1.02371,3.39103
121.87333,0.28788,1.38837,19.66331,2.31985,0.00216,0.01814,0.02333,1.50884,10.49151,1.01962,0.00624,0.42253,0.05202,10000.0,7.31884,2.00445,0.04264,1.5304,14.16292,0.00612,0.12312,0.00875,514.37413
134.74615,0.27321,1.05733,19.22007,1.25533,0.00216,0.01814,0.02332,1.10327,9.8676,1.98982,0.00624,0.56347,0.04215,9999.457923602358,8.26492,1.92924,0.04264,1.53974,18.17785,0.00314,0.0748,0.01617,470.50019
95.68,0.29022,6.14226,21.90445,1.19166,1.27583,0.55691,0.02333,2.51426,13.10555,5.23877,4.26824,1.75277,0.04749,10000.0,12.88859,3.22239,2.33188,5.68176,3.56619,0.81474,0.02709,1.53797,669.51586
119.87333,0.27886,1.45857,18.88042,1.04215,0.00216,0.01814,0.02333,1.22741,10.6306,2.00921,0.00624,0.58131,0.05202,9999.924464606212,7.31884,1.9314,0.04264,1.49092,12.94443,0.00311,0.08949,0.01948,508.27294
124.59333,0.27898,1.15997,19.193,0.78976,0.00216,0.01814,0.02333,1.6239,10.25681,2.80455,0.00624,0.72526,0.04682,9999.457923602358,7.62917,1.84404,0.04264,1.45509,16.54606,0.00222,0.06456,0.0257,509.24593
107.05882,0.28102,1.39063,19.34467,1.23266,0.00216,0.01814,0.02345,0.90483,10.25406,0.93619,0.00624,0.42277,0.07249,9999.403228629857,7.70813,2.04178,0.04264,1.57876,13.9107,0.00667,0.17146,0.01647,475.95681
153.15833,0.24277,2.88946,23.15907,1.00321,0.00216,1.63045,0.11737,1.71625,10.44231,2.11983,0.00624,3.84073,4.87278,10000.0,7.86194,1.94806,1.01508,1.48129,8.01502,0.00294,1.26871,1.62739,103.59137
116.7875,0.28022,0.58506,19.51914,1.1066,0.00216,0.01814,0.02333,2.62304,10.26381,1.21296,0.00624,0.58825,0.05035,10000.0,8.25974,1.95083,0.04264,1.43999,33.36287,0.00514,0.08559,0.01834,552.37274
171.35,0.24884,2.01882,19.58576,5.664,0.63809,2.80637,3.67616,0.94448,6.84761,4.27406,2.26998,1.31403,0.05202,10000.0,8.26421,1.08929,0.04264,2.35833,9.70161,0.53111,0.03959,0.60813,2.11963
121.38667,0.29167,0.99149,19.16061,1.86256,0.00216,0.01814,0.02333,5.05668,11.21326,1.94914,0.00624,0.67919,0.05171,10000.0,8.23081,1.83511,0.04264,1.40587,19.32504,0.0032,0.07613,0.0109,697.38257
128.24286,0.26797,1.11601,18.24378,1.15474,0.00216,0.01814,0.0226,1.31213,10.78243,0.65782,0.00624,0.29736,0.05169,9999.575713586666,8.61953,2.06467,0.04264,1.48486,16.34727,0.00949,0.17384,0.01758,535.05627
163.51,0.23147,1.12318,19.54621,1.68992,0.00216,0.01814,0.02299,2.29767,10.58233,1.2682,0.00624,0.60188,0.03453,10000.0,8.29312,1.79162,0.04264,1.55026,17.40261,0.00492,0.05737,0.01201,560.18343
164.98182,0.25501,2.63197,19.21534,1.29284,0.23235,0.82213,0.02333,1.13183,14.26688,0.39786,1.43082,0.78737,2.00594,9996.37943232229,5.16886,1.79976,0.04264,1.21071,7.30075,3.59626,2.54766,0.81563,660.03908
137.40769,0.24026,1.05733,18.90431,1.77614,0.00216,0.01814,0.02333,2.47224,10.31993,2.5816,0.00624,0.76275,0.0389,9999.403228629857,8.23756,1.90776,0.04264,1.4937,17.87922,0.00242,0.051,0.01143,548.31434
124.67857,0.26776,0.97438,19.23757,1.68497,0.00216,0.01814,0.02299,1.62152,10.20498,2.64865,0.00624,0.82319,0.0508,9999.457923602358,8.63055,1.86552,0.04264,1.55027,19.74346,0.00236,0.06171,0.01205,514.36421
146.06667,0.2576,1.26282,19.58636,1.58587,0.00216,4.43042,0.02339,2.62972,12.91144,2.31132,2.95526,0.75218,3.16053,10000.0,8.31807,2.86531,0.01,0.58444,15.51002,1.2786,4.20185,2.79505,664.35748
167.47273,0.22953,0.0123,18.2717,3.86119,1.83728,0.01814,1.30179,5.27468,10.51011,3.01344,0.8966,0.76275,0.0389,10000.0,8.08614,2.65658,1.94908,1.63206,1485.87505,0.29753,0.051,0.48053,12.12549
123.79333,0.27708,1.25452,19.56779,1.17958,0.00216,0.01814,0.02333,1.9109,10.30582,1.28259,0.00624,0.51919,0.05331,10000.0,7.91777,1.92721,0.04264,1.48478,15.59788,0.00487,0.10269,0.01721,523.6487
108.33529,0.27289,3.64835,23.62478,1.58587,0.22398,1.54002,0.02299,2.00252,6.56576,2.31511,0.00624,0.19785,0.04479,9996.032033450681,4.04336,1.99451,0.04264,5.50671,6.47547,0.0027,0.2264,1.11232,372.65632
131.78571,0.25233,0.95846,18.28572,0.92318,0.00216,0.01814,0.02333,1.98648,10.96034,1.91407,0.00624,0.95116,0.04855,9999.403228629857,8.51278,1.89789,0.04264,1.4675,19.07824,0.00326,0.05104,0.02199,554.94293
128.01429,0.28681,1.05103,19.1446,1.45469,0.00216,0.01814,0.02299,2.51816,10.47498,1.03528,0.00624,0.40017,0.04777,9999.403228629857,8.2188,1.99202,0.04264,1.52954,18.21505,0.00603,0.11939,0.01395,565.10439
164.70909,0.2198,1.05384,20.7238,0.91962,0.00216,0.01814,0.02333,2.00708,11.28337,1.37196,0.00624,0.57129,0.05344,10000.0,9.04099,2.11845,0.04264,1.62113,19.6651,0.00455,0.09354,0.02207,569.6721
108.21765,0.25855,1.05733,19.60173,1.71609,0.00216,0.01814,0.02299,2.04259,10.75658,1.14456,0.00624,0.81948,0.07288,10000.0,8.17147,1.92924,0.04264,1.36712,18.53882,0.00545,0.08893,0.01183,556.66799
154.94167,0.26322,0.33242,22.62206,1.15638,3.54638,1.09515,0.02333,5.6425,6.36738,4.80167,0.00624,3.12432,4.20258,10000.0,5.62738,1.18677,0.04264,3.82887,68.05197,0.0013,1.34512,4.01384,514.78269
120.25333,0.29429,1.04833,18.16386,1.86256,0.00216,0.01814,0.02333,6.5894,11.29481,1.94914,0.00624,0.63729,0.05203,10000.0,8.19552,1.83511,0.04264,1.43912,17.32643,0.0032,0.08165,0.0109,766.57574
136.55385,0.25662,1.14207,20.66418,0.75973,0.00216,0.01814,0.02341,1.92275,11.02173,1.61321,0.00624,0.72395,0.04319,9999.760190004752,8.10566,2.0308,0.04264,1.74902,18.09357,0.00387,0.05965,0.02672,552.99284
120.37333,0.27749,1.05592,20.66067,1.05017,0.00216,0.01814,0.02333,1.83856,10.56455,1.48365,0.00624,0.63958,0.0564,10000.0,9.12127,2.16748,0.04264,1.64604,19.56646,0.00421,0.08819,0.01933,531.63779
113.25,0.28809,1.09182,19.33717,1.03417,0.00216,0.01814,0.02333,0.96157,10.50388,2.96399,0.00624,0.6822,0.05202,9999.457923602358,7.3256,1.86348,0.04264,1.47132,17.71094,0.00211,0.07626,0.01963,491.44701
131.10714,0.27206,1.14207,20.61212,0.75973,0.00216,0.01814,0.02341,2.46325,10.54571,1.29434,0.00624,0.63496,0.04807,10000.0,8.21134,1.98177,0.04264,1.55366,18.04799,0.00482,0.07571,0.02672,555.7477
